,Animals,Diet,Type,Length
3336,Eastern Bonelli's warbler,Carnivore,Bird,4463
3337,Eastern bristlebird,Omnivore,Bird,8757
3338,Eastern bronze-naped pigeon,Herbivore,Bird,1881
3339,Eastern buzzard,Carnivore,Bird,2832
3340,Eastern chanting goshawk,Carnivore,Bird,6117
3341,Eastern chat-tanager,Carnivore,Bird,6378
3342,Eastern clapper lark,Omnivore,Bird,4158
3343,Eastern crowned warbler,Carnivore,Bird,5359
3344,Eastern double-collared sunbird,Herbivore,Bird,3078
3345,Eastern golden weaver,Herbivore,Bird,1352
3346,Eastern grass owl,Carnivore,Bird,4956
3347,Eastern grey woodpecker,Carnivore,Bird,3803
3348,Eastern imperial eagle,Carnivore,Bird,111965
3349,Eastern kingbird,Carnivore,Bird,8264
3350,Eastern long-billed lark,Carnivore,Bird,2627
3351,Eastern marsh harrier,Carnivore,Bird,3953
3352,Eastern meadowlark,Carnivore,Bird,27982
3353,Eastern miombo sunbird,Omnivore,Bird,1136
3354,Eastern nicator,Carnivore,Bird,2230
3355,Eastern olivaceous warbler,Carnivore,Bird,5348
3356,Eastern Orphean warbler,Carnivore,Bird,3495
3357,Eastern phoebe,Carnivore,Bird,9136
3358,Eastern plantain-eater,Herbivore,Bird,2410
3359,Eastern rock nuthatch,Omnivore,Bird,1445
3360,Eastern rosella,Herbivore,Bird,9080
3361,Eastern screech owl,Carnivore,Bird,45648
3362,Eastern spinebill,Omnivore,Bird,11472
3363,Eastern spot-billed duck,Herbivore,Bird,10245
3364,Eastern striolated puffbird,Carnivore,Bird,8218
3365,Eastern subalpine warbler,Omnivore,Bird,8271
3366,Eastern towhee,Herbivore,Bird,45109
3367,Eastern violet-backed sunbird,Carnivore,Bird,1156
3368,Eastern wattled cuckooshrike,Carnivore,Bird,1327
3369,Eastern whipbird,Carnivore,Bird,11188
3370,Eastern whip-poor-will,Carnivore,Bird,15735
3371,Eastern wood pewee,Carnivore,Bird,13220
3372,Eastern woodhaunter,Carnivore,Bird,11101
3373,Eastern yellow robin,Carnivore,Bird,7964
3374,Eastern yellow wagtail,Carnivore,Bird,11196
3375,Eastern yellow-billed hornbill,Carnivore,Bird,1636
3376,Eaton's pintail,Omnivore,Bird,2970
3377,Echo parakeet,Herbivore,Bird,79178
3378,Ecuadorian cacique,Carnivore,Bird,4096
3379,Ecuadorian ground dove,Herbivore,Bird,4987
3380,Ecuadorian hillstar,Herbivore,Bird,7098
3381,Ecuadorian piculet,Carnivore,Bird,5915
3382,Ecuadorian piedtail,Herbivore,Bird,5137
3383,Ecuadorian thrush,Omnivore,Bird,2207
3384,Ecuadorian trogon,Herbivore,Bird,4729
3385,Ecuadorian tyrannulet,Carnivore,Bird,1308
3386,Edible-nest swiftlet,Carnivore,Bird,9753
3387,Edwards's fig parrot,Herbivore,Bird,4300
3388,Edwards's pheasant,Omnivore,Bird,9332
3389,Egyptian goose,Herbivore,Bird,21092
3390,Egyptian nightjar,Carnivore,Bird,4786
3391,Egyptian plover,Carnivore,Bird,7133
3392,Egyptian vulture,Omnivore,Bird,69509
3393,El Oro parakeet,Herbivore,Bird,7570
3394,El Oro tapaculo,Carnivore,Bird,3741
3395,Elegant crescentchest,Carnivore,Bird,5349
3396,Elegant crested tinamou,Herbivore,Bird,12000
3397,Elegant euphonia,Herbivore,Bird,2768
3398,Elegant honeyeater,Herbivore,Bird,1135
3399,Elegant imperial pigeon,Herbivore,Bird,5472
3400,Elegant parrot,Herbivore,Bird,3880
3401,Elegant pitta,Carnivore,Bird,5424
3402,Elegant quail,Herbivore,Bird,4740
3403,Elegant sunbird,Omnivore,Bird,2100
3404,Elegant tern,Carnivore,Bird,7018
3405,Elegant tit,Carnivore,Bird,4035
3406,Elegant trogon,Omnivore,Bird,11937
3407,Elegant woodcreeper,Carnivore,Bird,10009
3408,Eleonora's falcon,Carnivore,Bird,9643
3409,Elf owl,Carnivore,Bird,18543
3410,Elfin woods warbler,Carnivore,Bird,24506
3411,Elliot's laughingthrush,Carnivore,Bird,1617
3412,Elliot's pheasant,Herbivore,Bird,5664
3413,Elliot's storm petrel,Carnivore,Bird,3474
3414,Elliot's woodpecker,Carnivore,Bird,3792
3415,Elusive antpitta,Carnivore,Bird,1166
3416,Emei leaf warbler,Carnivore,Bird,8185
3417,Emei Shan liocichla,Omnivore,Bird,2930
3418,Emerald starling,Omnivore,Bird,3035
3419,Emerald tanager,Herbivore,Bird,12903
3420,Emerald toucanet,Herbivore,Bird,11283
3421,Emerald-bellied puffleg,Herbivore,Bird,5848
3422,Emerald-chinned hummingbird,Herbivore,Bird,6293
3423,Emerald-spotted wood dove,Herbivore,Bird,3600
3424,Emin's shrike,Carnivore,Bird,1267
3425,Emperor bird-of-paradise,Herbivore,Bird,2654
3426,Emperor fairywren,Carnivore,Bird,11288
3427,Emperor goose,Herbivore,Bird,21532
3428,Emperor penguin,Carnivore,Bird,68645
3429,Empress brilliant,Herbivore,Bird,6542
3430,Enggano scops owl,Carnivore,Bird,1381
3431,Enggano thrush,Carnivore,Bird,1302
3432,Epaulet oriole,Carnivore,Bird,1800
3433,Equatorial akalat,Carnivore,Bird,1228
3434,Equatorial greytail,Carnivore,Bird,5710
3435,Erckel's spurfowl,Herbivore,Bird,7724
3436,Erect-crested penguin,Carnivore,Bird,8785
3437,Eskimo curlew,Carnivore,Bird,14384
3438,Esmeraldas antbird,Carnivore,Bird,4203
3439,Esmeraldas woodstar,Herbivore,Bird,14431
3440,Española cactus finch,Herbivore,Bird,7376
3441,Ethiopian boubou,Carnivore,Bird,5056
3442,Ethiopian cisticola,Carnivore,Bird,2679
3443,Ethiopian oriole,Herbivore,Bird,4886
3444,Ethiopian siskin,Herbivore,Bird,1847
3445,Ethiopian swallow,Carnivore,Bird,1562
3446,Euler's flycatcher,Carnivore,Bird,6285
3447,Eungella honeyeater,Herbivore,Bird,3797
3448,Eurasian bittern,Carnivore,Bird,32204
3449,Eurasian blackcap,Omnivore,Bird,52332
3450,Eurasian blue tit,Omnivore,Bird,28740
3451,Eurasian bullfinch,Herbivore,Bird,10432
3452,Eurasian collared dove,Herbivore,Bird,21776
3453,Eurasian coot,Herbivore,Bird,15241
3454,Eurasian crag martin,Carnivore,Bird,29188
3455,Eurasian curlew,Carnivore,Bird,14913
3456,Eurasian dotterel,Carnivore,Bird,9352
3457,Eurasian eagle-owl,Carnivore,Bird,135623
3458,Eurasian golden oriole,Omnivore,Bird,13707
3459,Eurasian hobby,Carnivore,Bird,12365
3460,Eurasian hoopoe,Carnivore,Bird,31648
3461,Eurasian jay,Omnivore,Bird,18128
3462,Eurasian magpie,Omnivore,Bird,40207
3463,Eurasian nuthatch,Carnivore,Bird,41471
3464,Eurasian oystercatcher,Carnivore,Bird,13018
3465,Eurasian penduline tit,Omnivore,Bird,10312
3466,Eurasian pygmy owl,Carnivore,Bird,9493
3467,Eurasian scops owl,Carnivore,Bird,9373
3468,Eurasian siskin,Herbivore,Bird,29046
3469,Eurasian skylark,Omnivore,Bird,22262
3470,Eurasian sparrowhawk,Carnivore,Bird,84146
3471,Eurasian spoonbill,Carnivore,Bird,16628
3472,Eurasian stone-curlew,Carnivore,Bird,12632
3473,Eurasian teal,Herbivore,Bird,24622
3474,Eurasian three-toed woodpecker,Carnivore,Bird,9190
3475,Eurasian tree sparrow,Omnivore,Bird,63924
3476,Eurasian treecreeper,Omnivore,Bird,22589
3477,Eurasian whimbrel,Carnivore,Bird,13730
3478,Eurasian wigeon,Herbivore,Bird,8398
3479,Eurasian woodcock,Carnivore,Bird,31001
3480,Eurasian wren,Carnivore,Bird,29368
3481,Eurasian wryneck,Carnivore,Bird,18931
3482,European bee-eater,Carnivore,Bird,11779
3483,European golden plover,Carnivore,Bird,12477
3484,European goldfinch,Herbivore,Bird,24539
3485,European green woodpecker,Carnivore,Bird,19863
3486,European greenfinch,Herbivore,Bird,17644
3487,European herring gull,Carnivore,Bird,38683
3488,European honey buzzard,Carnivore,Bird,12655
3489,European nightjar,Carnivore,Bird,42659
3490,European pied flycatcher,Carnivore,Bird,40080
3491,European robin,Carnivore,Bird,38350
3492,European roller,Carnivore,Bird,22469
3493,European serin,Herbivore,Bird,4791
3494,European shag,Carnivore,Bird,14232
3495,European storm petrel,Carnivore,Bird,62847
3496,European turtle dove,Herbivore,Bird,16641
3497,Evening grosbeak,Herbivore,Bird,19138
3498,Everett's scops owl,Carnivore,Bird,2434
3499,Everett's thrush,Carnivore,Bird,1615
3500,Everett's white-eye,Herbivore,Bird,1545
3501,Evergreen forest warbler,Carnivore,Bird,1633
3502,Eversmann's redstart,Omnivore,Bird,4282
3503,Exclamatory paradise whydah,Herbivore,Bird,1838
3504,Eyebrowed jungle flycatcher,Carnivore,Bird,2766
3505,Eyebrowed thrush,Omnivore,Bird,6510
3506,Eyebrowed wren-babbler,Carnivore,Bird,1593
3507,Eye-ringed flatbill,Omnivore,Bird,3321
3508,Eye-ringed thistletail,Carnivore,Bird,5502
3509,Eye-ringed tody-tyrant,Carnivore,Bird,1240
3510,Eyrean grasswren,Omnivore,Bird,20336
3511,Fairy flycatcher,Carnivore,Bird,4703
3512,Fairy gerygone,Carnivore,Bird,6545
3513,Fairy lorikeet,Herbivore,Bird,6241
3514,Fairy martin,Carnivore,Bird,4521
3515,Fairy pitta,Carnivore,Bird,23774
3516,Fairy prion,Carnivore,Bird,9445
3517,Fairy tern,Carnivore,Bird,4740
3518,Falcated duck,Herbivore,Bird,18591
3519,Falcated wren-babbler,Carnivore,Bird,3708
3520,Falkenstein's greenbul,Herbivore,Bird,2278
3521,Falkland steamer duck,Carnivore,Bird,16213
3522,Familiar chat,Carnivore,Bird,10270
3523,Fan-tailed berrypecker,Omnivore,Bird,1863
3524,Fan-tailed cuckoo,Carnivore,Bird,6945
3525,Fan-tailed gerygone,Carnivore,Bird,2106
3526,Fan-tailed grassbird,Carnivore,Bird,3534
3527,Fan-tailed raven,Omnivore,Bird,3243
3528,Fan-tailed warbler,Carnivore,Bird,3475
3529,Fan-tailed widowbird,Herbivore,Bird,3166
3530,Fanti saw-wing,Carnivore,Bird,2180
3531,Far Eastern curlew,Carnivore,Bird,7642
3532,Fasciated antshrike,Carnivore,Bird,4366
3533,Fasciated tiger heron,Carnivore,Bird,11154
3534,Fasciated wren,Carnivore,Bird,4630
3535,Fatu Hiva monarch,Carnivore,Bird,2964
3536,Fawn-breasted bowerbird,Omnivore,Bird,5431
3537,Fawn-breasted brilliant,Herbivore,Bird,5126
3538,Fawn-breasted tanager,Omnivore,Bird,9612
3539,Fawn-breasted thrush,Carnivore,Bird,1108
3540,Fawn-breasted waxbill,Herbivore,Bird,5643
3541,Fawn-breasted whistler,Carnivore,Bird,1450
3542,Fawn-breasted wren,Carnivore,Bird,4533
3543,Fawn-coloured lark,Omnivore,Bird,3863
3544,Fearful owl,Carnivore,Bird,3325
3545,Fea's petrel,Carnivore,Bird,11341
3546,Feline owlet-nightjar,Carnivore,Bird,1217
3547,Fernandina's flicker,Carnivore,Bird,7150
3548,Fernando Po batis,Carnivore,Bird,3520
3549,Fernando Po speirops,Omnivore,Bird,2459
3550,Fernando Po swift,Carnivore,Bird,1223
3551,Fernwren,Carnivore,Bird,6356
3552,Ferruginous antbird,Carnivore,Bird,3664
3553,Ferruginous babbler,Carnivore,Bird,1352
3554,Ferruginous duck,Herbivore,Bird,9223
3555,Ferruginous flycatcher,Carnivore,Bird,1768
3556,Ferruginous hawk,Carnivore,Bird,39825
3557,Ferruginous partridge,Herbivore,Bird,4230
3558,Ferruginous pygmy owl,Carnivore,Bird,11300
3559,Ferruginous-backed antbird,Carnivore,Bird,2841
3560,Festive amazon,Herbivore,Bird,6226
3561,Festive coquette,Herbivore,Bird,7718
3562,Field sparrow,Omnivore,Bird,8007
3563,Fieldfare,Carnivore,Bird,16493
3564,Fiery minivet,Carnivore,Bird,6690
3565,Fiery topaz,Herbivore,Bird,12968
3566,Fiery-billed aracari,Herbivore,Bird,7754
3567,Fiery-breasted bushshrike,Carnivore,Bird,1231
3568,Fiery-browed starling,Omnivore,Bird,5016
3569,Fiery-capped manakin,Herbivore,Bird,3415
3570,Fiery-necked nightjar,Carnivore,Bird,15742
3571,Fiery-shouldered parakeet,Herbivore,Bird,5097
3572,Fiery-tailed awlbill,Herbivore,Bird,7557
3573,Fiery-throated fruiteater,Herbivore,Bird,3800
3574,Fiery-throated hummingbird,Herbivore,Bird,7174
3575,Fiery-throated metaltail,Herbivore,Bird,5658
3576,Fiji bush warbler,Carnivore,Bird,1237
3577,Fiji goshawk,Carnivore,Bird,5115
3578,Fiji parrotfinch,Herbivore,Bird,20552
3579,Fiji petrel,Carnivore,Bird,3534
3580,Fiji shrikebill,Carnivore,Bird,3664
3581,Fiji wattled honeyeater,Herbivore,Bird,1315
3582,Fiji whistler,Carnivore,Bird,4420
3583,Fiji white-eye,Carnivore,Bird,2850
3584,Fiji woodswallow,Carnivore,Bird,6824
3585,Fine-banded woodpecker,Carnivore,Bird,1201
3586,Fine-barred piculet,Carnivore,Bird,5770
3587,Fine-spotted woodpecker,Carnivore,Bird,3791
3588,Finn's weaver,Herbivore,Bird,5907
3589,Finsch's bulbul,Omnivore,Bird,2276
3590,Finsch's euphonia,Herbivore,Bird,1781
3591,Finsch's francolin,Omnivore,Bird,1463
3592,Finsch's imperial pigeon,Herbivore,Bird,1679
3593,Finsch's parakeet,Herbivore,Bird,7689
3594,Finsch's pygmy parrot,Herbivore,Bird,6805
3595,Finsch's rufous thrush,Carnivore,Bird,6842
3596,Finsch's wheatear,Carnivore,Bird,2357
3597,Fiordland penguin,Carnivore,Bird,9613
3598,Fire-bellied woodpecker,Carnivore,Bird,3940
3599,Fire-breasted flowerpecker,Herbivore,Bird,12585
3600,Fire-capped tit,Omnivore,Bird,10855
3601,Fire-crested alethe,Carnivore,Bird,1469
3602,Fire-eyed diucon,Carnivore,Bird,3328
3603,Fire-fronted bishop,Herbivore,Bird,1047
3604,Fire-maned bowerbird,Omnivore,Bird,2636
3605,Fire-tailed myzornis,Omnivore,Bird,4571
3606,Fire-tailed sunbird,Omnivore,Bird,2279
3607,Firethroat,Carnivore,Bird,4090
3608,Fire-tufted barbet,Herbivore,Bird,4677
3609,Firewood-gatherer,Carnivore,Bird,10262
3610,Fiscal flycatcher,Carnivore,Bird,5499
3611,Fischer's greenbul,Carnivore,Bird,2326
3612,Fischer's lovebird,Herbivore,Bird,10491
3613,Fischer's sparrow-lark,Herbivore,Bird,2403
3614,Fischer's starling,Carnivore,Bird,2778
3615,Fischer's turaco,Herbivore,Bird,6100
3616,Fish crow,Omnivore,Bird,12237
3617,Five-colored barbet,Herbivore,Bird,4611
3618,Five-colored munia,Herbivore,Bird,2051
3619,Five-striped sparrow,Herbivore,Bird,2948
3620,Flame bowerbird,Omnivore,Bird,2180
3621,Flame robin,Carnivore,Bird,33443
3622,Flame-breasted fruit dove,Herbivore,Bird,4919
3623,Flame-breasted sunbird,Omnivore,Bird,1464
3624,Flame-colored tanager,Omnivore,Bird,11780
3625,Flamecrest,Carnivore,Bird,11299
3626,Flame-crested manakin,Omnivore,Bird,1232
3627,Flame-crowned flowerpecker,Herbivore,Bird,3190
3628,Flame-eared honeyeater,Herbivore,Bird,1296
3629,Flame-faced tanager,Herbivore,Bird,12491
3630,Flame-fronted barbet,Herbivore,Bird,1464
3631,Flame-rumped tanager,Omnivore,Bird,2153
3632,Flame-templed babbler,Carnivore,Bird,6406
3633,Flame-throated bulbul,Herbivore,Bird,9338
3634,Flame-throated sunangel,Herbivore,Bird,5992
3635,Flame-throated warbler,Carnivore,Bird,3353
3636,Flame-winged parakeet,Herbivore,Bird,11962
3637,Flaming sunbird,Omnivore,Bird,1239
3638,Flammulated bamboo tyrant,Carnivore,Bird,2510
3639,Flammulated flycatcher,Carnivore,Bird,13469
3640,Flammulated owl,Carnivore,Bird,11044
3641,Flammulated treehunter,Carnivore,Bird,8051
3642,Flappet lark,Carnivore,Bird,5730
3643,Flat-billed kingfisher,Carnivore,Bird,1929
3644,Flat-billed vireo,Omnivore,Bird,1471
3645,Flavescent bulbul,Omnivore,Bird,2758
3646,Flavescent flycatcher,Carnivore,Bird,1299
3647,Flavescent warbler,Carnivore,Bird,1550
3648,Flesh-footed shearwater,Carnivore,Bird,9793
3649,Flightless cormorant,Carnivore,Bird,16204
3650,Flock bronzewing,Herbivore,Bird,7844
3651,Floreana mockingbird,Omnivore,Bird,6374
3652,Flores crow,Omnivore,Bird,1198
3653,Flores green pigeon,Herbivore,Bird,2053
3654,Flores hawk-eagle,Carnivore,Bird,9752
3655,Flores monarch,Carnivore,Bird,1965
3656,Flores scops owl,Carnivore,Bird,7126
3657,Flores Sea cuckoo-dove,Herbivore,Bird,1435
3658,Florida scrub jay,Omnivore,Bird,18923
3659,Fluffy-backed tit-babbler,Carnivore,Bird,2401
3660,Flutist wren,Carnivore,Bird,4406
3661,Fluttering shearwater,Carnivore,Bird,22673
3662,Fly River grassbird,Carnivore,Bird,3228
3663,Flying steamer duck,Carnivore,Bird,11433
3664,Foothill elaenia,Carnivore,Bird,1337
3665,Foothill schiffornis,Omnivore,Bird,2184
3666,Foothill stipplethroat,Carnivore,Bird,3722
3667,Forbes's blackbird,Omnivore,Bird,5633
3668,Forbes's forest rail,Carnivore,Bird,1387
3669,Forbes's mannikin,Herbivore,Bird,1539
3670,Forbes's plover,Carnivore,Bird,2625
3671,Forbes-Watson's swift,Carnivore,Bird,1735
3672,Forest batis,Carnivore,Bird,6183
3673,Forest bittern,Carnivore,Bird,1536
3674,Forest buzzard,Carnivore,Bird,7000
3675,Forest canary,Herbivore,Bird,7227
3676,Forest double-collared sunbird,Omnivore,Bird,2761
3677,Forest elaenia,Carnivore,Bird,3415
3678,Forest fody,Herbivore,Bird,1772
3679,Forest honeyeater,Omnivore,Bird,1215
3680,Forest kingfisher,Carnivore,Bird,8376
3681,Forest owlet,Carnivore,Bird,15898
3682,Forest penduline tit,Omnivore,Bird,1237
3683,Forest raven,Omnivore,Bird,37135
3684,Forest robin,Carnivore,Bird,7619
3685,Forest rock thrush,Omnivore,Bird,2089
3686,Forest thrush,Omnivore,Bird,3474
3687,Forest wagtail,Carnivore,Bird,11775
3688,Forest wood hoopoe,Carnivore,Bird,1344
3689,Fork-tailed drongo,Carnivore,Bird,22399
3690,Fork-tailed drongo-cuckoo,Carnivore,Bird,3344
3691,Fork-tailed flycatcher,Carnivore,Bird,18010
3692,Fork-tailed storm petrel,Carnivore,Bird,23584
3693,Fork-tailed sunbird,Herbivore,Bird,1491
3694,Fork-tailed tody-tyrant,Carnivore,Bird,1468
3695,Fork-tailed woodnymph,Herbivore,Bird,13567
3696,Forster's tern,Carnivore,Bird,22407
3697,Forty-spotted pardalote,Carnivore,Bird,4564
3698,Four-banded sandgrouse,Herbivore,Bird,2483
3699,Fox kestrel,Carnivore,Bird,3899
3700,Fox sparrow,Omnivore,Bird,18511
3701,Fox's weaver,Herbivore,Bird,2267
3702,Foxy cisticola,Carnivore,Bird,1900
3703,Foxy lark,Omnivore,Bird,3732
3704,Frances's sparrowhawk,Carnivore,Bird,7503
3705,Franklin's gull,Omnivore,Bird,6165
3706,Fraser's eagle-owl,Carnivore,Bird,9299
3707,Fraser's forest flycatcher,Carnivore,Bird,1199
3708,Fraser's rufous thrush,Carnivore,Bird,2273
3709,Fraser's sunbird,Carnivore,Bird,1288
3710,Freckle-breasted thornbird,Carnivore,Bird,8456
3711,Freckle-breasted woodpecker,Carnivore,Bird,2844
3712,Freckled duck,Herbivore,Bird,17532
3713,Freckled nightjar,Carnivore,Bird,6467
3714,Friedmann's lark,Omnivore,Bird,4248
3715,Friendly bush warbler,Carnivore,Bird,1573
3716,Friendly fantail,Carnivore,Bird,1102
3717,Frilled coquette,Omnivore,Bird,7130
3718,Frilled monarch,Carnivore,Bird,3457
3719,Frill-necked monarch,Carnivore,Bird,6598
3720,Fringe-backed fire-eye,Carnivore,Bird,5157
3721,Fruithunter,Herbivore,Bird,3021
3722,Fuegian snipe,Carnivore,Bird,4465
3723,Fuegian steamer duck,Carnivore,Bird,5783
3724,Fuertes's parrot,Herbivore,Bird,7656
3725,Fujian niltava,Omnivore,Bird,1168
3726,Fülleborn's boubou,Carnivore,Bird,3680
3727,Fülleborn's longclaw,Carnivore,Bird,3898
3728,Fulmar prion,Carnivore,Bird,7540
3729,Fulvous babbler,Omnivore,Bird,3017
3730,Fulvous owl,Carnivore,Bird,12522
3731,Fulvous parrotbill,Herbivore,Bird,4494
3732,Fulvous shrike-tanager,Omnivore,Bird,5934
3733,Fulvous whistling duck,Herbivore,Bird,29331
3734,Fulvous wren,Carnivore,Bird,4539
3735,Fulvous-breasted flatbill,Carnivore,Bird,1357
3736,Fulvous-breasted woodpecker,Carnivore,Bird,3331
3737,Fulvous-chested jungle flycatcher,Carnivore,Bird,2452
3738,Fulvous-chinned nunlet,Carnivore,Bird,6231
3739,Fulvous-headed brushfinch,Omnivore,Bird,1169
3740,Fulvous-headed tanager,Carnivore,Bird,1278
3741,Fulvous-vented euphonia,Herbivore,Bird,1528
3742,Furtive flycatcher,Carnivore,Bird,1990
3743,Fuscous flycatcher,Carnivore,Bird,3248
3744,Fuscous honeyeater,Omnivore,Bird,4775
3745,Fynbos buttonquail,Omnivore,Bird,3178
3746,Gabar goshawk,Carnivore,Bird,6558
3747,Gabela akalat,Carnivore,Bird,1257
3748,Gabela bushshrike,Carnivore,Bird,1427
3749,Gabela helmetshrike,Carnivore,Bird,1491
3750,Gabon batis,Carnivore,Bird,5941
3751,Gabon coucal,Carnivore,Bird,2960
3752,Gabon woodpecker,Carnivore,Bird,4287
3753,Gadwall,Herbivore,Bird,14575
3754,Galah,Herbivore,Bird,18243
3755,Galapagos crake,Carnivore,Bird,7675
3756,Galápagos dove,Herbivore,Bird,9280
3757,Galapagos flycatcher,Carnivore,Bird,2122
3758,Galapagos hawk,Carnivore,Bird,14898
3759,Galápagos martin,Carnivore,Bird,1270
3760,Galápagos mockingbird,Omnivore,Bird,10957
3761,Galapagos penguin,Carnivore,Bird,41962
3762,Galápagos petrel,Carnivore,Bird,23727
3763,Galápagos shearwater,Carnivore,Bird,3004
3764,Gambaga flycatcher,Carnivore,Bird,1389
3765,Gambel's quail,Herbivore,Bird,8162
3766,Gang-gang cockatoo,Herbivore,Bird,12634
3767,Gansu leaf warbler,Carnivore,Bird,3655
3768,Garden emerald,Herbivore,Bird,6025
3769,Garden warbler,Omnivore,Bird,42106
3770,Garganey,Omnivore,Bird,8599
3771,Garnet pitta,Carnivore,Bird,2055
3772,Garnet robin,Carnivore,Bird,2517
3773,Garnet-throated hummingbird,Herbivore,Bird,7131
3774,Geelvink pygmy parrot,Herbivore,Bird,2211
3775,Genovesa cactus finch,Herbivore,Bird,2891
3776,Genovesa ground finch,Herbivore,Bird,2026
3777,Gentoo penguin,Carnivore,Bird,24098
3778,Geoffroy's daggerbill,Herbivore,Bird,6822
3779,Geomalia,Carnivore,Bird,4566
3780,Germain's peacock-pheasant,Omnivore,Bird,4088
3781,Giant antpitta,Carnivore,Bird,9994
3782,Giant antshrike,Carnivore,Bird,2621
3783,Giant babax,Herbivore,Bird,3494
3784,Giant conebill,Carnivore,Bird,7453
3785,Giant coot,Herbivore,Bird,6610
3786,Giant coua,Carnivore,Bird,12410
3787,Giant cowbird,Omnivore,Bird,8748
3788,Giant honeyeater,Omnivore,Bird,2325
3789,Giant hummingbird,Herbivore,Bird,20848
3790,Giant ibis,Carnivore,Bird,9160
3791,Giant kingbird,Carnivore,Bird,4123
