,Species1,Family1,Order1,Mass,Wing.Length,Habitat,Habitat.Density,Trophic.Level,Primary.Lifestyle,Centroid.Latitude,Centroid.Longitude,Animals
1838,Turtur tympanistria,Columbidae,Columbiformes,70.6,112.9,Forest,2,Herbivore,Terrestrial,-4.36,23.6,Tambourine dove
1839,Uropelia campestris,Columbidae,Columbiformes,35.2,65.2,Grassland,3,Herbivore,Terrestrial,-13.63,-50.74,Long-tailed ground dove
1840,Zenaida asiatica,Columbidae,Columbiformes,153.0,160.8,Shrubland,2,Herbivore,Generalist,25.56,-100.88,White-winged dove
1841,Zenaida auriculata,Columbidae,Columbiformes,110.2,136.2,Human Modified,3,Herbivore,Terrestrial,-20.36,-59.3,Eared dove
1842,Zenaida aurita,Columbidae,Columbiformes,156.0,149.0,Forest,3,Herbivore,Generalist,20.41,-75.48,Zenaida dove
1843,Zenaida galapagoensis,Columbidae,Columbiformes,111.0,125.4,Woodland,3,Herbivore,Generalist,-0.54,-90.89,Galápagos dove
1844,Zenaida graysoni,Columbidae,Columbiformes,192.0,147.0,Forest,1,Herbivore,Generalist,,,Socorro dove
1845,Zenaida macroura,Columbidae,Columbiformes,118.9,144.4,Human Modified,3,Herbivore,Terrestrial,39.64,-99.32,Mourning dove
1846,Zenaida meloda,Columbidae,Columbiformes,209.2,158.0,Shrubland,2,Herbivore,Generalist,-15.94,-74.36,West Peruvian dove
1847,Zentrygon albifacies,Columbidae,Columbiformes,238.0,141.4,Forest,1,Herbivore,Terrestrial,16.08,-91.79,White-faced quail-dove
1848,Zentrygon carrikeri,Columbidae,Columbiformes,267.0,146.5,Forest,1,Herbivore,Terrestrial,18.38,-94.94,Tuxtla quail-dove
1849,Zentrygon chiriquensis,Columbidae,Columbiformes,308.0,148.2,Forest,1,Herbivore,Terrestrial,9.41,-83.19,Chiriqui quail-dove
1850,Zentrygon costaricensis,Columbidae,Columbiformes,285.1,139.2,Forest,1,Herbivore,Terrestrial,9.38,-83.18,Buff-fronted quail-dove
1851,Zentrygon frenata,Columbidae,Columbiformes,307.0,155.8,Forest,1,Herbivore,Terrestrial,-8.2,-74.15,White-throated quail-dove
1852,Zentrygon goldmani,Columbidae,Columbiformes,258.0,141.5,Forest,1,Herbivore,Terrestrial,7.83,-77.64,Russet-crowned quail-dove
1853,Zentrygon lawrencii,Columbidae,Columbiformes,220.0,137.5,Forest,1,Herbivore,Terrestrial,9.36,-82.34,Purplish-backed quail-dove
1854,Zentrygon linearis,Columbidae,Columbiformes,261.0,150.5,Forest,1,Herbivore,Terrestrial,7.84,-71.17,Lined quail-dove
1855,Actenoides bougainvillei,Alcedinidae,Coraciiformes,188.0,129.0,Forest,1,Carnivore,Insessorial,-6.2,155.29,Moustached kingfisher
1856,Actenoides capucinus,Alcedinidae,Coraciiformes,150.0,147.7,Forest,1,Carnivore,Insessorial,-3.88,121.15,Black-headed kingfisher
1857,Actenoides concretus,Alcedinidae,Coraciiformes,73.5,110.8,Forest,1,Carnivore,Insessorial,1.16,108.63,Rufous-collared kingfisher
1858,Actenoides excelsus,Alcedinidae,Coraciiformes,188.0,126.5,Forest,1,Carnivore,Insessorial,-9.69,160.14,Guadalcanal moustached kingfisher
1859,Actenoides hombroni,Alcedinidae,Coraciiformes,117.0,120.4,Forest,1,Carnivore,Insessorial,8.06,125.2,Hombron's kingfisher
1860,Actenoides lindsayi,Alcedinidae,Coraciiformes,92.8,106.0,Forest,1,Carnivore,Insessorial,14.77,121.77,Spotted wood kingfisher
1861,Actenoides monachus,Alcedinidae,Coraciiformes,150.0,140.4,Forest,1,Carnivore,Insessorial,-0.48,121.59,Green-backed kingfisher
1862,Actenoides princeps,Alcedinidae,Coraciiformes,105.0,113.1,Forest,1,Carnivore,Insessorial,-1.3,121.08,Scaly-breasted kingfisher
1863,Actenoides regalis,Alcedinidae,Coraciiformes,105.0,115.0,Forest,1,Carnivore,Insessorial,-3.11,121.53,Plain-backed kingfisher
1864,Alcedo atthis,Alcedinidae,Coraciiformes,31.1,73.3,Riverine,2,Carnivore,Insessorial,39.55,74.25,Common kingfisher
1865,Alcedo coerulescens,Alcedinidae,Coraciiformes,34.9,59.3,Riverine,2,Carnivore,Insessorial,-6.43,108.99,Cerulean kingfisher
1866,Alcedo euryzona,Alcedinidae,Coraciiformes,43.1,85.6,Riverine,1,Carnivore,Insessorial,-7.3,109.94,Javan blue-banded kingfisher
1867,Alcedo hercules,Alcedinidae,Coraciiformes,62.5,96.0,Riverine,2,Carnivore,Insessorial,22.73,100.19,Blyth's kingfisher
1868,Alcedo meninting,Alcedinidae,Coraciiformes,20.4,65.0,Riverine,2,Carnivore,Insessorial,10.45,101.99,Blue-eared kingfisher
1869,Alcedo peninsulae,Alcedinidae,Coraciiformes,43.1,80.7,Riverine,1,Carnivore,Insessorial,1.04,107.59,Malaysian blue-banded kingfisher
1870,Alcedo quadribrachys,Alcedinidae,Coraciiformes,34.9,77.1,Wetland,2,Carnivore,Insessorial,1.58,13.95,Shining-blue kingfisher
1871,Alcedo semitorquata,Alcedinidae,Coraciiformes,47.3,80.6,Wetland,2,Carnivore,Insessorial,-13.94,29.18,Half-collared kingfisher
1872,Caridonax fulgidus,Alcedinidae,Coraciiformes,171.8,132.5,Forest,1,Carnivore,Insessorial,-8.61,119.11,White-rumped kingfisher
1873,Ceryle rudis,Alcedinidae,Coraciiformes,84.4,136.2,Wetland,3,Carnivore,Insessorial,7.17,44.36,Pied kingfisher
1874,Ceyx argentatus,Alcedinidae,Coraciiformes,17.8,59.2,Riverine,1,Carnivore,Insessorial,7.68,124.8,Southern silvery kingfisher
1875,Ceyx azureus,Alcedinidae,Coraciiformes,34.9,74.0,Riverine,2,Carnivore,Insessorial,-20.15,141.77,Azure kingfisher
1876,Ceyx cajeli,Alcedinidae,Coraciiformes,21.3,62.4,Forest,1,Carnivore,Insessorial,-3.42,126.63,Buru dwarf kingfisher
1877,Ceyx collectoris,Alcedinidae,Coraciiformes,21.3,61.8,Forest,1,Carnivore,Insessorial,-8.23,157.36,New Georgia dwarf kingfisher
1878,Ceyx cyanopectus,Alcedinidae,Coraciiformes,21.5,58.3,Riverine,1,Carnivore,Insessorial,15.59,121.47,Indigo-banded kingfisher
1879,Ceyx dispar,Alcedinidae,Coraciiformes,21.3,62.7,Forest,1,Carnivore,Insessorial,-2.09,146.93,Manus dwarf kingfisher
1880,Ceyx erithaca,Alcedinidae,Coraciiformes,17.8,58.2,Forest,1,Carnivore,Insessorial,8.98,102.67,Oriental dwarf kingfisher
1881,Ceyx fallax,Alcedinidae,Coraciiformes,18.0,58.0,Woodland,1,Carnivore,Insessorial,-2.02,121.04,Sulawesi dwarf kingfisher
1882,Ceyx flumenicola,Alcedinidae,Coraciiformes,17.8,57.6,Riverine,1,Carnivore,Insessorial,11.27,124.85,Northern silvery kingfisher
1883,Ceyx gentianus,Alcedinidae,Coraciiformes,21.3,61.9,Forest,1,Carnivore,Insessorial,-10.53,161.82,Makira dwarf kingfisher
1884,Ceyx lepidus,Alcedinidae,Coraciiformes,21.3,59.6,Forest,1,Carnivore,Insessorial,-1.01,128.59,Moluccan dwarf kingfisher
1885,Ceyx margarethae,Alcedinidae,Coraciiformes,21.3,62.9,Forest,1,Carnivore,Insessorial,8.05,124.46,Dimorphic dwarf kingfisher
1886,Ceyx meeki,Alcedinidae,Coraciiformes,21.3,56.9,Forest,1,Carnivore,Insessorial,-6.81,156.57,North Solomons dwarf kingfisher
1887,Ceyx melanurus,Alcedinidae,Coraciiformes,22.8,57.4,Forest,1,Carnivore,Insessorial,15.23,122.0,Philippine dwarf kingfisher
1888,Ceyx mindanensis,Alcedinidae,Coraciiformes,22.8,57.2,Forest,1,Carnivore,Insessorial,7.65,124.79,Alcyone and Ceyx
1889,Ceyx mulcatus,Alcedinidae,Coraciiformes,21.3,63.6,Forest,1,Carnivore,Insessorial,-3.58,152.02,New Ireland dwarf kingfisher
1890,Ceyx nigrirostris,Alcedinidae,Coraciiformes,21.5,56.0,Riverine,1,Carnivore,Insessorial,10.54,122.89,Alcyone and Ceyx
1891,Ceyx nigromaxilla,Alcedinidae,Coraciiformes,21.3,57.3,Forest,1,Carnivore,Insessorial,-9.35,160.53,Guadalcanal dwarf kingfisher
1892,Ceyx pusillus,Alcedinidae,Coraciiformes,13.3,50.8,Forest,2,Carnivore,Insessorial,-8.47,140.75,Little kingfisher
1893,Ceyx sacerdotis,Alcedinidae,Coraciiformes,21.3,58.7,Forest,1,Carnivore,Insessorial,-5.48,150.55,New Britain dwarf kingfisher
1894,Ceyx sangirensis,Alcedinidae,Coraciiformes,18.0,60.0,Woodland,1,Carnivore,Insessorial,3.56,125.54,Sangihe dwarf kingfisher
1895,Ceyx solitarius,Alcedinidae,Coraciiformes,21.3,52.1,Forest,1,Carnivore,Insessorial,-5.34,140.89,Papuan dwarf kingfisher
1896,Ceyx wallacii,Alcedinidae,Coraciiformes,21.3,64.0,Forest,1,Carnivore,Insessorial,-1.88,125.15,Sula dwarf kingfisher
1897,Ceyx websteri,Alcedinidae,Coraciiformes,61.0,89.0,Riverine,2,Carnivore,Insessorial,-4.62,150.68,Bismarck kingfisher
1898,Chloroceryle aenea,Alcedinidae,Coraciiformes,13.8,55.9,Riverine,2,Carnivore,Insessorial,-3.66,-63.82,American pygmy kingfisher
1899,Chloroceryle amazona,Alcedinidae,Coraciiformes,126.4,130.5,Riverine,3,Carnivore,Insessorial,-8.36,-59.89,Amazon kingfisher
1900,Chloroceryle americana,Alcedinidae,Coraciiformes,33.7,76.8,Riverine,3,Carnivore,Insessorial,-5.49,-64.46,Green kingfisher
1901,Chloroceryle inda,Alcedinidae,Coraciiformes,52.1,97.0,Riverine,2,Carnivore,Insessorial,-4.85,-61.36,Green-and-rufous kingfisher
1902,Cittura cyanotis,Alcedinidae,Coraciiformes,147.0,98.2,Forest,1,Carnivore,Insessorial,-0.77,122.1,Sulawesi lilac kingfisher
1903,Cittura sanghirensis,Alcedinidae,Coraciiformes,147.0,110.7,Forest,1,Carnivore,Insessorial,3.42,125.51,Sangihe lilac kingfisher
1904,Clytoceyx rex,Alcedinidae,Coraciiformes,242.0,165.5,Forest,1,Carnivore,Terrestrial,-5.21,141.17,Shovel-billed kookaburra
1905,Corythornis cristatus,Alcedinidae,Coraciiformes,15.7,54.2,Wetland,2,Carnivore,Insessorial,-3.46,20.88,Malachite kingfisher
1906,Corythornis leucogaster,Alcedinidae,Coraciiformes,14.5,55.2,Forest,1,Carnivore,Insessorial,1.85,15.26,White-bellied kingfisher
1907,Corythornis madagascariensis,Alcedinidae,Coraciiformes,17.7,57.0,Shrubland,2,Carnivore,Insessorial,-17.91,46.67,Madagascar pygmy kingfisher
1908,Corythornis nais,Alcedinidae,Coraciiformes,15.7,55.4,Wetland,2,Carnivore,Insessorial,1.62,7.4,Príncipe kingfisher
1909,Corythornis thomensis,Alcedinidae,Coraciiformes,15.7,57.8,Wetland,2,Carnivore,Insessorial,0.24,6.61,São Tomé kingfisher
1910,Corythornis vintsioides,Alcedinidae,Coraciiformes,17.9,59.1,Riverine,2,Carnivore,Insessorial,-19.35,46.71,Malagasy kingfisher
1911,Dacelo gaudichaud,Alcedinidae,Coraciiformes,143.0,130.2,Forest,1,Carnivore,Insessorial,-5.36,140.93,Rufous-bellied kookaburra
1912,Dacelo leachii,Alcedinidae,Coraciiformes,308.0,196.1,Woodland,2,Carnivore,Insessorial,-17.91,135.6,Blue-winged kookaburra
1913,Dacelo novaeguineae,Alcedinidae,Coraciiformes,333.8,216.1,Forest,2,Carnivore,Insessorial,-28.34,145.7,Laughing kookaburra
1914,Dacelo tyro,Alcedinidae,Coraciiformes,145.9,148.0,Woodland,2,Carnivore,Insessorial,-7.96,139.58,Spangled kookaburra
1915,Halcyon albiventris,Alcedinidae,Coraciiformes,65.1,100.3,Shrubland,2,Carnivore,Insessorial,-14.23,29.85,Brown-hooded kingfisher
1916,Halcyon badia,Alcedinidae,Coraciiformes,57.9,92.2,Forest,1,Carnivore,Insessorial,1.09,16.35,Chocolate-backed kingfisher
1917,Halcyon chelicuti,Alcedinidae,Coraciiformes,43.2,79.1,Shrubland,2,Carnivore,Insessorial,-2.45,21.43,Striped kingfisher
1918,Halcyon coromanda,Alcedinidae,Coraciiformes,77.5,113.7,Forest,1,Carnivore,Insessorial,14.22,113.04,Ruddy kingfisher
1919,Halcyon cyanoventris,Alcedinidae,Coraciiformes,93.0,117.2,Human Modified,2,Carnivore,Insessorial,-7.35,110.16,Javan kingfisher
1920,Halcyon gularis,Alcedinidae,Coraciiformes,91.4,120.2,Human Modified,2,Carnivore,Insessorial,11.86,123.1,Brown-breasted kingfisher
1921,Halcyon leucocephala,Alcedinidae,Coraciiformes,41.8,102.1,Shrubland,2,Carnivore,Insessorial,0.43,20.73,Grey-headed kingfisher
1922,Halcyon malimbica,Alcedinidae,Coraciiformes,91.8,113.5,Forest,1,Carnivore,Insessorial,3.9,13.0,Blue-breasted kingfisher
1923,Halcyon pileata,Alcedinidae,Coraciiformes,84.0,124.0,Riverine,2,Carnivore,Insessorial,31.18,111.53,Black-capped kingfisher
1924,Halcyon senegalensis,Alcedinidae,Coraciiformes,73.4,99.4,Woodland,2,Carnivore,Insessorial,-0.14,19.75,Woodland kingfisher
1925,Halcyon senegaloides,Alcedinidae,Coraciiformes,61.8,105.2,Wetland,2,Carnivore,Insessorial,-15.09,37.32,Mangrove kingfisher
1926,Halcyon smyrnensis,Alcedinidae,Coraciiformes,91.4,113.2,Human Modified,2,Carnivore,Insessorial,21.21,83.74,White-throated kingfisher
1927,Ispidina lecontei,Alcedinidae,Coraciiformes,9.5,47.7,Forest,1,Carnivore,Insessorial,1.55,15.99,African dwarf kingfisher
1928,Ispidina picta,Alcedinidae,Coraciiformes,12.7,52.3,Forest,1,Carnivore,Insessorial,-0.83,20.97,African pygmy kingfisher
1929,Lacedo melanops,Alcedinidae,Coraciiformes,47.3,81.0,Forest,1,Carnivore,Insessorial,0.71,114.27,Banded kingfisher
1930,Lacedo pulchella,Alcedinidae,Coraciiformes,47.3,82.0,Forest,1,Carnivore,Insessorial,9.68,102.25,Banded kingfisher
1931,Megaceryle alcyon,Alcedinidae,Coraciiformes,148.0,158.8,Riverine,3,Carnivore,Insessorial,50.37,-106.94,Belted kingfisher
1932,Megaceryle lugubris,Alcedinidae,Coraciiformes,271.0,182.4,Riverine,2,Carnivore,Insessorial,29.15,109.71,Crested kingfisher
1933,Megaceryle maxima,Alcedinidae,Coraciiformes,325.0,196.8,Wetland,3,Carnivore,Insessorial,-3.51,20.41,Giant kingfisher
1934,Megaceryle torquata,Alcedinidae,Coraciiformes,317.0,191.3,Riverine,3,Carnivore,Insessorial,-12.31,-61.64,Ringed kingfisher
1935,Melidora macrorrhina,Alcedinidae,Coraciiformes,97.0,118.2,Forest,1,Carnivore,Insessorial,-5.26,140.66,Hook-billed kingfisher
1936,Pelargopsis amauroptera,Alcedinidae,Coraciiformes,162.0,139.0,Woodland,3,Carnivore,Insessorial,18.72,93.13,Brown-winged kingfisher
1937,Pelargopsis capensis,Alcedinidae,Coraciiformes,178.7,146.7,Riverine,2,Carnivore,Insessorial,13.61,97.66,Stork-billed kingfisher
1938,Pelargopsis melanorhyncha,Alcedinidae,Coraciiformes,193.3,147.8,Woodland,3,Carnivore,Insessorial,-2.14,121.23,Great-billed kingfisher
1939,Syma megarhyncha,Alcedinidae,Coraciiformes,56.0,85.4,Forest,1,Carnivore,Insessorial,-5.49,142.21,Mountain kingfisher
1940,Syma torotoro,Alcedinidae,Coraciiformes,37.7,79.0,Forest,1,Carnivore,Insessorial,-5.78,141.21,Yellow-billed kingfisher
1941,Tanysiptera carolinae,Alcedinidae,Coraciiformes,50.2,106.5,Forest,2,Carnivore,Insessorial,-1.03,134.89,Numfor paradise kingfisher
1942,Tanysiptera danae,Alcedinidae,Coraciiformes,43.5,89.8,Forest,1,Carnivore,Insessorial,-9.26,148.27,Brown-headed paradise kingfisher
1943,Tanysiptera ellioti,Alcedinidae,Coraciiformes,50.2,105.6,Forest,1,Carnivore,Insessorial,-1.19,129.82,Kofiau paradise kingfisher
1944,Tanysiptera galatea,Alcedinidae,Coraciiformes,50.0,104.3,Forest,1,Carnivore,Insessorial,-5.2,140.5,Common paradise kingfisher
1945,Tanysiptera hydrocharis,Alcedinidae,Coraciiformes,33.0,87.0,Forest,1,Carnivore,Insessorial,-8.02,140.29,Little paradise-kingfisher
1946,Tanysiptera nigriceps,Alcedinidae,Coraciiformes,49.6,94.8,Forest,1,Carnivore,Insessorial,-5.48,150.55,Black-capped paradise kingfisher
1947,Tanysiptera nympha,Alcedinidae,Coraciiformes,57.0,91.8,Forest,1,Carnivore,Insessorial,-2.63,134.94,Red-breasted paradise kingfisher
1948,Tanysiptera riedelii,Alcedinidae,Coraciiformes,63.5,99.2,Forest,1,Carnivore,Insessorial,-0.94,135.89,Biak paradise kingfisher
1949,Tanysiptera sylvia,Alcedinidae,Coraciiformes,49.6,93.8,Forest,1,Carnivore,Insessorial,-17.05,146.29,Buff-breasted paradise kingfisher
1950,Todiramphus albonotatus,Alcedinidae,Coraciiformes,32.0,82.2,Forest,1,Carnivore,Insessorial,-5.51,150.64,White-mantled kingfisher
1951,Todiramphus australasia,Alcedinidae,Coraciiformes,43.0,76.0,Woodland,2,Carnivore,Insessorial,-9.09,123.95,Cinnamon-banded kingfisher
1952,Todiramphus chloris,Alcedinidae,Coraciiformes,66.1,107.3,Woodland,2,Carnivore,Insessorial,0.66,114.99,Collared kingfisher
1953,Todiramphus cinnamominus,Alcedinidae,Coraciiformes,62.2,94.0,Forest,1,Carnivore,Insessorial,,,Guam kingfisher
1954,Todiramphus diops,Alcedinidae,Coraciiformes,47.4,84.6,Woodland,2,Carnivore,Insessorial,0.64,127.98,Blue-and-white kingfisher
1955,Todiramphus enigma,Alcedinidae,Coraciiformes,66.1,104.3,Riverine,1,Carnivore,Insessorial,4.21,126.78,Talaud kingfisher
1956,Todiramphus farquhari,Alcedinidae,Coraciiformes,38.8,89.0,Forest,1,Carnivore,Insessorial,-15.57,167.05,Vanuatu kingfisher
1957,Todiramphus funebris,Alcedinidae,Coraciiformes,126.0,112.2,Forest,2,Carnivore,Insessorial,0.87,128.01,Sombre kingfisher
1958,Todiramphus gambieri,Alcedinidae,Coraciiformes,39.0,90.0,Shrubland,2,Carnivore,Insessorial,-16.15,-146.36,Mangareva kingfisher
1959,Todiramphus godeffroyi,Alcedinidae,Coraciiformes,63.4,98.0,Forest,1,Carnivore,Insessorial,-9.94,-139.09,Marquesan kingfisher
1960,Todiramphus lazuli,Alcedinidae,Coraciiformes,47.4,91.8,Forest,1,Carnivore,Insessorial,-3.23,129.39,Lazuli kingfisher
1961,Todiramphus leucopygius,Alcedinidae,Coraciiformes,47.9,85.8,Forest,1,Carnivore,Insessorial,-7.52,157.49,Ultramarine kingfisher
1962,Todiramphus macleayii,Alcedinidae,Coraciiformes,37.3,87.8,Riverine,2,Carnivore,Insessorial,-18.8,144.28,Forest kingfisher
1963,Todiramphus nigrocyaneus,Alcedinidae,Coraciiformes,54.2,92.2,Forest,1,Carnivore,Insessorial,-4.92,139.21,Blue-black kingfisher
1964,Todiramphus pelewensis,Alcedinidae,Coraciiformes,62.2,93.9,Forest,1,Carnivore,Insessorial,7.46,134.54,Rusty-capped kingfisher
1965,Todiramphus pyrrhopygius,Alcedinidae,Coraciiformes,51.7,100.2,Woodland,2,Carnivore,Insessorial,-25.32,134.41,Red-backed kingfisher
1966,Todiramphus recurvirostris,Alcedinidae,Coraciiformes,53.0,80.0,Woodland,2,Carnivore,Insessorial,-13.74,-172.17,Flat-billed kingfisher
1967,Todiramphus reichenbachii,Alcedinidae,Coraciiformes,62.2,96.7,Forest,1,Carnivore,Insessorial,6.88,158.23,Pohnpei kingfisher
1968,Todiramphus ruficollaris,Alcedinidae,Coraciiformes,34.9,99.0,Forest,1,Carnivore,Insessorial,-21.91,-157.93,Mewing kingfisher
1969,Todiramphus sanctus,Alcedinidae,Coraciiformes,53.0,91.3,Woodland,2,Carnivore,Insessorial,-26.17,134.92,Sacred kingfisher
1970,Todiramphus saurophagus,Alcedinidae,Coraciiformes,126.0,127.8,Woodland,3,Carnivore,Insessorial,-3.59,141.7,Beach kingfisher
1971,Todiramphus tutus,Alcedinidae,Coraciiformes,42.3,100.0,Forest,1,Carnivore,Insessorial,-17.1,-152.14,Chattering kingfisher
1972,Todiramphus veneratus,Alcedinidae,Coraciiformes,44.5,95.4,Forest,1,Carnivore,Insessorial,-17.68,-149.41,Society kingfisher
1973,Todiramphus winchelli,Alcedinidae,Coraciiformes,67.4,97.5,Forest,1,Carnivore,Insessorial,8.61,124.54,Winchell's kingfisher
1974,Todiramphus youngi,Alcedinidae,Coraciiformes,50.5,99.0,Forest,1,Carnivore,Insessorial,-17.53,-149.83,Todiramphus
1975,Atelornis crossleyi,Brachypteraciidae,Coraciiformes,79.0,92.4,Forest,1,Carnivore,Terrestrial,-17.72,48.51,Rufous-headed ground roller
1976,Atelornis pittoides,Brachypteraciidae,Coraciiformes,91.5,111.5,Forest,1,Carnivore,Terrestrial,-17.77,48.61,Pitta-like ground roller
1977,Brachypteracias leptosomus,Brachypteraciidae,Coraciiformes,185.0,137.6,Forest,1,Carnivore,Insessorial,-17.88,48.72,Short-legged ground roller
1978,Geobiastes squamiger,Brachypteraciidae,Coraciiformes,155.0,119.8,Forest,1,Carnivore,Terrestrial,-17.7,48.95,Scaly ground roller
1979,Uratelornis chimaera,Brachypteraciidae,Coraciiformes,226.0,107.2,Woodland,2,Carnivore,Terrestrial,-22.44,43.64,Long-tailed ground roller
1980,Coracias abyssinicus,Coraciidae,Coraciiformes,102.0,155.2,Shrubland,2,Carnivore,Insessorial,10.49,16.89,Abyssinian roller
1981,Coracias affinis,Coraciidae,Coraciiformes,157.5,190.3,Human Modified,2,Carnivore,Insessorial,19.9,100.02,Indochinese roller
1982,Coracias benghalensis,Coraciidae,Coraciiformes,157.5,180.1,Human Modified,2,Carnivore,Insessorial,23.51,74.94,Indian roller
1983,Coracias caudatus,Coraciidae,Coraciiformes,110.0,161.2,Shrubland,2,Carnivore,Insessorial,-11.6,29.32,Lilac-breasted roller
1984,Coracias cyanogaster,Coraciidae,Coraciiformes,142.0,173.5,Woodland,2,Carnivore,Insessorial,9.53,1.52,Blue-bellied roller
1985,Coracias garrulus,Coraciidae,Coraciiformes,146.0,190.8,Woodland,2,Carnivore,Insessorial,43.92,43.17,European roller
1986,Coracias naevius,Coraciidae,Coraciiformes,168.0,181.8,Shrubland,2,Carnivore,Insessorial,-2.73,21.18,Purple roller
1987,Coracias spatulatus,Coraciidae,Coraciiformes,90.4,165.4,Woodland,2,Carnivore,Insessorial,-13.68,30.93,Racket-tailed roller
1988,Coracias temminckii,Coraciidae,Coraciiformes,153.7,183.0,Woodland,2,Carnivore,Insessorial,-2.11,121.08,Purple-winged roller
1989,Eurystomus azureus,Coraciidae,Coraciiformes,122.8,190.0,Forest,2,Carnivore,Aerial,0.71,127.95,Azure dollarbird
1990,Eurystomus glaucurus,Coraciidae,Coraciiformes,110.0,198.0,Forest,2,Carnivore,Generalist,-0.99,22.2,broad-billed roller
1991,Eurystomus gularis,Coraciidae,Coraciiformes,96.3,148.6,Forest,2,Carnivore,Aerial,1.89,13.69,Blue-throated roller
1992,Eurystomus orientalis,Coraciidae,Coraciiformes,143.0,186.2,Woodland,2,Carnivore,Aerial,14.36,121.24,Oriental dollarbird
1993,Meropogon forsteni,Meropidae,Coraciiformes,55.0,113.0,Forest,1,Carnivore,Insessorial,-1.44,121.18,Purple-bearded bee-eater
1994,Merops albicollis,Meropidae,Coraciiformes,25.9,97.6,Grassland,3,Carnivore,Insessorial,15.45,15.03,White-throated bee-eater
1995,Merops americanus,Meropidae,Coraciiformes,37.4,116.3,Woodland,2,Carnivore,Insessorial,11.93,123.07,Rufous-crowned bee-eater
1996,Merops apiaster,Meropidae,Coraciiformes,56.6,143.8,Woodland,2,Carnivore,Insessorial,40.17,44.58,European bee-eater
1997,Merops boehmi,Meropidae,Coraciiformes,16.6,80.0,Woodland,2,Carnivore,Insessorial,-10.29,32.6,Böhm's bee-eater
1998,Merops breweri,Meropidae,Coraciiformes,49.7,121.5,Forest,1,Carnivore,Insessorial,0.7,18.24,Black-headed bee-eater
